cpu,dahili_hafiza,ekran_boyutu,kamera_cozunurlugu,mobil_baglanti_hizi,pil_gucu,ram_kapasitesi,on_kamera_cozunurluk,isletim_sistemi,brands,price
2.0,32,5.6,76,3.0,3279,4,15,1,19,3499.0
2.5,256,6.1,20,5.0,3000,6,15,1,1,54499.0
3.0,128,4.5,5,4.5,1500,8,20,0,19,35099.0
1.0,256,6.0,123,5.5,2400,4,50,0,1,14139.0
2.8,256,6.0,32,3.0,3279,4,100,1,1,21599.0
2.4,64,5.5,76,4.0,5160,3,100,1,1,25999.0
2.8,512,6.7,72,5.0,4323,6,15,1,1,84629.0
1.0,128,4.5,20,4.5,1500,8,40,0,19,19190.0
1.5,8,5.0,5,4.0,1800,1,5,0,0,1599.0
1.0,128,6.0,76,5.5,6000,8,120,0,9,8499.0
2.0,128,6.7,13,5.5,4325,8,60,1,19,8793.0
3.2,512,6.1,24,5.0,3095,4,15,1,1,44699.0
2.8,256,6.0,10,5.0,4000,8,20,0,16,15495.0
3.2,1024,8.0,15,5.0,4000,12,15,0,19,63999.0
2.0,128,4.5,5,4.5,1500,8,20,0,19,19599.0
1.0,256,6.7,20,4.5,5000,8,20,0,25,13499.0
1.5,64,6.0,57,4.0,4780,4,50,1,1,12999.0
3.2,128,6.0,20,4.5,4000,8,40,0,19,15000.0
2.5,128,6.5,50,5.0,6000,6,15,0,19,10249.0
2.8,256,6.7,86,4.5,5000,8,120,0,23,11499.0
1.0,1024,6.1,120,5.5,4323,6,80,1,1,48499.0
1.0,128,6.0,123,3.0,4325,8,30,1,15,7299.0
1.5,128,6.5,118,3.0,3000,4,90,1,1,4799.0
2.4,128,5.4,10,5.0,3000,4,20,1,1,39899.0
2.0,128,6.5,54,4.0,5020,2,50,0,19,8999.0
3.0,64,6.5,140,4.0,2800,4,5,1,1,17659.0
1.0,512,6.7,10,5.0,3000,6,15,1,1,73174.0
2.0,128,6.0,20,4.5,4000,4,20,0,28,5499.0
1.5,32,5.5,57,4.5,2815,3,10,0,1,5499.0
2.0,256,6.7,72,5.0,4323,6,15,1,1,83999.0
1.0,128,6.5,50,4.5,5000,4,5,0,19,61849.0
3.2,512,6.7,20,5.0,4000,8,60,1,1,89999.0
1.5,64,6.0,57,3.0,2800,4,80,0,1,27739.0
1.5,256,8.0,15,5.0,3000,8,10,0,19,39000.0
1.5,128,6.5,54,4.5,5000,6,10,0,31,7999.0
2.8,64,6.0,140,4.0,2815,4,30,0,1,19999.0
2.5,256,6.0,10,5.0,3000,8,10,0,16,18090.0
3.0,32,4.5,5,4.0,1500,2,5,0,20,2999.0
2.4,64,6.5,13,4.0,5000,4,10,0,6,4299.0
2.5,128,8.0,20,4.5,5000,6,20,1,16,6799.0
2.5,64,8.0,20,4.5,4000,4,15,1,25,3499.0
2.5,128,6.0,20,4.5,4000,6,40,0,25,7999.0
3.0,128,6.53,76,4.5,4000,8,40,0,25,79990.0
2.5,128,4.5,5,4.5,4000,8,80,0,19,15299.0
3.0,4,6.1,82,5.5,4500,6,90,0,1,49799.0
3.0,256,6.0,76,4.0,3095,4,90,1,1,18059.0
1.0,64,6.0,140,4.0,3110,4,120,1,1,27999.0
2.0,128,6.95,32,5.5,2400,12,50,1,19,18999.0
3.5,64,6.43,140,4.0,5160,6,5,1,25,5999.0
2.4,32,6.0,140,4.0,20000,2,60,0,25,2819.0
2.4,256,6.0,5,4.5,1500,8,15,0,25,23499.0
3.5,128,6.0,5,4.5,1500,6,20,0,23,5999.0
3.2,128,8.0,15,4.5,4000,8,40,1,19,10999.0
3.5,4,6.0,118,3.0,4000,4,80,1,16,4049.0
2.0,128,6.53,67,3.0,3110,4,15,0,15,6699.0
2.5,128,6.0,20,4.5,3000,4,20,0,2,4599.0
2.4,128,13.0,76,4.0,2800,6,5,1,9,6999.0
2.5,128,6.0,15,4.5,4000,4,15,1,15,5399.0
2.4,256,6.0,76,4.0,6000,3,80,1,1,14599.0
3.2,1024,6.7,20,5.0,4000,8,60,1,1,96999.0
2.4,64,4.5,5,4.5,1500,4,10,0,31,5079.0
2.0,64,8.0,50,4.5,6000,4,40,1,19,4099.0
3.0,32,4.5,5,4.5,1500,3,10,0,6,4599.0
1.0,32,5.5,17,4.5,5000,32,15,0,10,15750.0
1.5,32,6.52,8,4.5,5000,2,10,0,25,4299.0
2.5,32,6.0,15,4.5,2800,3,10,1,1,5999.0
3.0,64,4.5,5,4.5,1500,4,15,0,25,7220.0
2.5,128,6.1,20,5.0,3000,6,15,1,1,50499.0
3.2,64,6.1,15,4.5,2815,4,15,1,1,26999.0
1.0,128,4.5,5,4.0,1500,6,10,0,16,8899.0
3.2,512,6.7,20,5.0,4000,8,60,1,1,89949.0
1.0,256,4.5,5,5.0,1500,8,40,0,25,24559.0
1.0,256,6.0,10,5.0,3000,8,10,0,25,25997.0
3.2,64,6.1,15,4.5,2815,4,15,1,1,26917.0
3.0,128,4.5,5,4.5,1500,6,10,0,23,6999.0
2.5,128,6.0,20,4.5,5000,6,40,0,19,20250.0
1.5,128,6.5,86,5.0,5000,8,40,0,19,15630.0
3.0,64,6.0,17,3.0,3095,4,5,1,1,16639.0
2.5,64,6.0,10,4.0,3000,4,10,0,16,5118.0
3.0,128,6.0,82,3.0,4323,4,90,0,1,11099.0
1.5,256,6.4,50,4.0,4000,8,20,0,30,10499.0
2.8,64,6.0,17,5.5,4000,4,80,0,1,17499.0
1.5,128,4.5,5,4.5,1500,8,20,0,25,10911.0
2.5,64,8.0,20,4.5,4000,4,15,0,25,4999.0
2.4,32,5.0,57,4.5,2400,2,10,0,1,4630.0
2.0,8,4.5,13,3.0,4325,6,100,0,25,12999.0
2.8,256,6.7,20,4.5,5000,8,20,0,25,12599.0
2.0,64,4.5,5,4.5,1500,4,10,0,19,5375.0
1.5,64,6.1,82,4.0,2400,3,120,0,1,13849.0
1.5,256,8.0,86,4.0,5020,12,20,0,19,39989.0
2.4,1024,10.0,20,5.0,3000,12,10,0,19,66999.0
3.5,64,6.2,54,5.5,6000,3,30,0,9,2999.0
1.0,16,6.7,120,3.0,4780,4,100,0,28,7499.0
3.5,256,6.0,13,4.0,3200,4,100,1,1,64559.0
1.0,512,6.0,24,5.0,2800,8,10,0,19,46999.0
3.0,256,8.0,82,3.0,3700,8,5,1,19,17580.0
3.0,8,6.71,82,4.0,4780,4,100,1,1,20599.0
2.8,64,6.0,123,4.0,4780,4,30,0,1,29999.0
1.5,128,8.0,5,4.0,4000,6,10,0,7,5390.0
2.5,128,6.5,15,4.0,5000,4,10,0,2,5899.0
2.5,256,6.1,20,5.0,3000,6,15,1,1,53499.0
2.4,128,4.5,5,4.0,1500,6,10,0,18,3099.0
3.2,128,6.7,20,5.0,4000,6,20,0,16,13047.0
2.0,64,6.4,67,4.0,4000,4,90,1,19,5500.0
3.5,128,6.0,20,4.5,3000,6,15,0,28,8000.0
1.0,256,6.0,20,4.5,4000,8,20,0,25,13499.0
3.5,128,8.0,12,4.5,3000,8,10,0,25,79980.0
2.0,64,6.0,5,4.5,1500,4,10,0,28,5349.0
2.5,1024,6.1,72,5.0,3200,6,15,1,1,72899.0
2.0,128,4.5,5,4.5,1500,8,20,0,19,19845.0
1.5,128,6.7,82,4.5,5000,16,20,0,30,7636.0
2.0,128,6.0,15,4.5,3000,4,15,0,25,6249.0
2.5,128,6.7,20,4.5,5000,8,20,0,10,7400.0
3.2,256,6.7,15,5.0,4000,6,15,1,1,53709.0
3.2,128,6.1,72,5.0,3900,8,15,0,19,30999.0
2.4,4,6.0,123,5.5,3200,8,60,0,25,10000.0
2.0,64,6.0,54,4.0,20000,4,100,1,25,3999.0
1.5,1024,6.1,17,3.0,3279,6,50,1,1,49499.0
3.5,64,4.5,5,4.5,1500,4,20,0,15,6890.0
3.2,256,6.0,20,4.5,4000,8,40,0,19,18849.0
1.5,1024,6.0,10,5.0,3000,8,10,1,1,97899.0
1.0,128,5.0,123,5.5,1800,4,50,1,9,7945.0
1.5,128,7.0,88,4.0,5000,8,120,0,23,8099.0
3.2,512,6.1,24,5.0,3095,4,15,1,1,44860.0
1.5,256,6.7,50,5.0,4000,8,60,0,31,19999.0
2.5,512,6.1,20,5.0,3000,6,15,1,1,61299.0
3.5,128,4.5,5,4.5,1500,4,10,0,2,5549.0
1.0,64,4.5,5,4.5,1500,4,5,0,19,5639.0
1.0,128,6.0,12,4.0,5000,6,10,0,25,7999.0
2.0,128,4.5,5,4.5,1500,4,10,0,31,6790.0
2.4,128,6.0,17,4.0,5000,8,60,0,19,17000.0
3.5,32,4.5,5,4.5,4000,2,5,0,30,3599.0
1.0,128,6.0,76,3.0,1800,6,100,1,19,6499.0
3.5,128,4.5,5,5.0,1500,8,20,0,25,17999.0
3.5,256,6.0,76,4.5,5000,8,15,0,23,10199.0
2.4,128,6.67,15,4.5,5000,8,15,0,25,11449.0
2.5,64,6.0,15,4.5,2800,3,15,0,1,13599.0
1.0,128,6.0,120,3.0,2400,6,100,1,1,61479.0
1.0,128,4.5,5,5.0,1500,6,20,0,30,86459.0
1.5,4,6.1,120,3.0,2400,8,30,0,19,34161.0
3.5,256,6.0,67,4.0,6000,4,50,0,1,44449.0
2.0,256,6.1,24,5.0,3279,6,15,1,1,49999.0
2.8,256,6.7,20,5.0,5000,8,20,0,16,31499.0
3.2,128,6.0,20,5.0,3000,6,15,0,25,7995.0
1.5,128,6.6,54,4.0,5000,8,20,0,31,9499.0
3.5,128,6.0,82,4.0,4325,3,5,0,30,4399.0
2.5,128,8.0,20,4.5,4000,6,40,1,25,5699.0
3.0,128,4.5,20,4.5,1500,8,40,0,19,19190.0
1.0,32,6.0,15,4.5,5000,3,10,0,6,4134.0
3.2,128,6.1,24,4.5,3110,4,15,1,1,26999.0
1.5,32,4.5,5,4.5,1500,3,10,0,20,3400.0
1.0,256,6.0,54,3.0,5160,4,30,1,1,39689.0
3.2,128,6.1,15,4.5,2815,4,15,1,1,33500.0
2.8,128,6.0,20,4.5,3000,8,15,0,19,22499.0
2.0,64,6.0,20,4.5,4000,4,20,0,19,4799.0
3.0,128,6.0,57,4.0,4500,4,50,1,1,37609.0
2.4,128,6.0,88,4.5,3000,6,20,0,17,49500.0
2.8,128,6.4,50,5.0,4500,8,10,0,19,22500.0
2.0,128,4.5,5,4.5,1500,4,10,0,19,7799.0
3.0,64,6.53,13,4.5,5000,4,10,0,25,4999.0
1.5,256,6.0,20,5.0,4000,12,20,0,30,14734.0
1.5,128,6.0,120,4.0,4325,4,80,0,1,6760.0
3.0,64,6.0,120,4.0,5020,4,80,0,1,23599.0
2.8,256,6.0,10,4.0,3000,8,10,0,30,8949.0
2.0,256,6.0,10,5.0,3000,8,10,0,19,16800.0
3.0,128,6.0,10,5.0,1800,4,10,1,1,28000.0
3.5,64,4.5,5,4.5,5000,4,10,0,31,6200.0
3.5,512,6.5,50,4.5,5000,8,10,0,23,21999.0
2.5,256,6.5,118,4.5,5000,8,20,0,25,13000.0
2.0,256,7.0,88,4.0,4780,12,60,0,12,29999.0
1.0,256,6.1,82,5.5,1800,4,90,1,1,28029.0
3.2,128,6.0,20,5.0,3000,6,15,0,25,7399.0
1.0,256,6.8,20,4.0,5000,8,5,0,29,5490.0
2.8,4,6.0,13,3.0,3000,8,100,1,1,74999.0
2.4,1024,6.7,72,5.0,4323,6,15,1,1,82899.0
2.4,1024,6.7,72,5.0,4323,6,15,1,1,82899.0
2.0,256,4.5,5,4.5,1500,8,10,0,23,10995.0
3.2,64,6.1,24,4.5,3110,4,15,1,1,26199.0
2.4,128,4.5,5,4.0,1500,6,10,0,18,3099.0
2.5,128,8.0,20,4.5,4000,6,20,0,25,7999.0
2.5,512,6.1,72,5.0,3200,6,15,1,1,71989.0
2.0,64,6.0,20,4.5,4000,2,10,0,25,4399.0
3.5,128,7.0,54,5.5,20000,8,60,0,9,10999.0
2.5,8,6.5,57,4.5,5000,8,20,0,31,9900.0
1.0,128,6.0,76,5.5,3900,6,60,0,25,5690.0
1.0,128,6.7,20,4.5,5000,6,40,0,25,9399.0
3.0,128,6.5,118,4.0,4500,6,80,0,19,7349.0
3.0,64,6.0,32,5.5,5020,4,120,0,1,28490.0
3.5,128,6.0,123,4.0,3110,4,90,1,19,6600.0
3.5,128,6.7,120,4.0,3000,8,60,0,1,7999.0
1.0,128,4.5,5,4.5,1500,6,15,0,25,8277.0
1.0,128,6.7,123,4.0,3900,8,100,0,19,13499.0
1.0,256,6.0,20,4.5,5000,8,20,0,31,14999.0
1.5,256,6.4,88,4.5,4325,8,40,0,7,6890.0
2.0,256,4.5,5,4.5,1500,8,20,0,19,21999.0
2.4,128,6.0,67,4.0,2815,4,120,1,1,39999.0
3.5,128,6.5,13,4.5,5000,4,10,0,2,5699.0
1.0,128,8.0,20,5.0,4000,8,40,0,19,11499.0
3.0,128,6.7,20,4.0,4000,8,15,0,18,4695.0
2.0,4,6.5,54,4.0,6000,6,60,1,31,7999.0
3.2,256,6.0,15,4.5,1800,4,10,0,1,17299.0
1.0,128,6.0,82,4.0,3000,4,90,1,1,5939.0
3.2,512,6.1,20,5.0,3000,8,60,1,1,77899.0
2.5,128,6.0,20,4.5,3000,6,20,0,10,10998.0
3.5,256,6.1,118,3.0,2400,6,30,1,1,53649.0
2.8,128,5.5,54,5.5,3000,6,10,0,19,6500.0
1.0,128,4.5,5,4.0,1500,4,10,0,19,7679.0
2.0,128,4.5,5,4.5,1500,4,15,0,20,5590.0
2.8,256,4.5,5,4.5,1500,12,20,0,19,46400.0
2.0,32,6.0,15,4.5,3000,2,10,0,9,5499.0
2.0,128,6.0,120,5.5,2815,4,120,0,1,47549.0
2.5,128,5.5,15,4.5,2400,3,10,1,1,8800.0
2.0,128,6.95,13,5.5,5160,12,80,1,19,19099.0
3.5,128,6.1,76,4.0,6000,4,50,0,1,20499.0
1.0,128,7.0,140,5.5,4325,6,50,1,9,6999.0
1.0,128,7.0,54,3.0,2800,6,100,0,16,11499.0
2.5,64,4.5,5,4.5,4000,4,15,0,25,6999.0
2.4,128,6.0,82,5.5,3095,4,30,0,15,8999.0
2.8,32,6.2,57,3.0,3279,3,60,0,9,2999.0
2.0,512,6.7,120,4.5,4500,12,120,0,12,32999.0
1.5,512,6.7,210,5.0,4000,12,60,0,30,21499.0
3.5,8,6.1,123,3.0,2800,4,90,0,1,42299.0
2.0,128,6.0,20,4.5,4000,4,10,0,19,7005.0
1.0,128,8.0,10,4.5,5000,16,10,0,28,6399.0
2.4,32,8.0,123,5.5,4000,2,120,0,25,34728.0
3.5,16,4.5,5,4.5,1500,1,5,0,0,1895.0
2.0,128,6.5,118,4.0,2800,4,80,1,15,5170.0
2.0,256,6.0,50,4.5,4000,16,20,0,6,10499.0
1.0,128,6.1,54,5.5,3000,4,50,0,1,26759.0
2.8,1024,6.7,13,5.5,4780,6,30,1,1,56999.0
2.0,128,6.6,63,5.0,5000,8,40,0,19,38199.0
2.0,4,6.0,32,3.0,4323,8,80,0,1,71223.0
2.5,512,6.1,20,5.0,3000,6,15,1,1,61299.0
2.4,32,6.2,76,3.0,3110,2,50,1,19,3199.0
2.0,128,6.0,67,4.0,4000,4,50,1,1,54099.0
2.5,512,6.7,20,5.0,4000,6,60,1,1,66999.0
2.0,64,6.0,140,4.0,20000,3,50,0,30,3259.0
2.5,512,6.1,20,5.0,3000,6,15,1,1,61299.0
2.8,128,6.0,57,5.5,3279,6,5,1,19,8999.0
2.4,128,6.1,17,3.0,2800,8,30,1,19,16999.0
2.0,128,7.0,60,4.5,4000,8,60,0,5,163009.0
1.5,64,6.2,120,3.0,5160,3,60,1,9,3099.0
2.4,128,5.5,67,5.5,4325,2,90,0,19,16349.0
1.0,256,6.0,67,4.0,6000,4,50,1,1,39999.0
2.0,128,6.0,20,4.5,4000,4,10,0,19,7365.0
2.8,64,6.53,76,3.0,4323,6,90,1,25,4690.0
2.0,128,6.0,54,5.5,2800,4,30,1,19,5199.0
2.0,256,6.7,72,5.0,4323,6,15,1,1,81699.0
3.2,512,6.1,20,5.0,3000,8,60,1,1,77899.0
2.8,4,4.5,12,3.0,3900,6,120,0,18,5399.0
1.0,128,6.7,15,4.5,5000,4,10,0,10,4587.0
2.0,128,6.0,20,4.5,5000,4,10,0,16,6499.0
2.0,256,6.71,50,4.5,5000,8,80,0,23,13499.0
1.0,128,6.0,57,4.0,2800,6,100,1,19,8900.0
2.0,64,6.0,15,4.5,5000,4,10,0,23,4099.0
1.0,256,6.67,20,4.5,5000,16,40,0,23,9350.0
3.5,256,6.0,10,5.0,3000,8,10,0,19,17999.0
2.4,128,6.7,20,5.0,5000,6,15,0,25,8618.0
2.5,256,6.7,20,4.5,4000,8,20,0,10,12599.0
2.4,64,6.0,76,5.5,2800,3,5,0,1,8599.0
1.5,32,6.53,57,3.0,4323,1,50,1,15,3999.0
2.8,128,6.5,32,5.5,5020,6,100,1,19,9499.0
2.4,128,6.6,76,4.0,2800,4,90,0,9,5699.0
2.0,128,8.0,20,4.5,4000,4,10,0,2,4444.0
2.0,64,10.0,123,3.0,3700,2,90,1,1,26499.0
2.0,64,6.95,140,4.5,2400,2,10,1,1,6799.0
2.4,32,5.4,17,4.0,6000,3,120,0,19,5000.0
2.5,64,6.0,20,4.5,4000,4,15,0,25,4999.0
2.4,256,6.0,120,5.5,6000,4,5,1,1,29999.0
1.0,128,6.7,57,5.5,1800,8,60,1,19,9499.0
1.5,64,6.0,76,3.0,2800,3,50,1,1,13034.0
2.4,128,6.7,17,3.0,3900,8,80,1,19,11889.0
2.4,128,6.1,17,4.0,1800,8,30,1,19,17949.0
2.8,512,8.0,15,5.0,3000,8,10,0,19,40919.0
1.5,128,6.0,140,5.5,3279,4,90,1,19,4900.0
3.2,512,6.1,24,5.0,3095,4,15,1,1,49719.0
3.0,128,6.6,76,3.0,4323,4,60,1,9,4999.0
1.5,512,6.0,57,4.0,4323,4,60,0,1,38579.0
3.5,32,6.0,140,3.0,3900,4,30,0,19,3229.0
2.8,128,5.6,120,3.0,4000,4,15,0,19,8200.0
3.5,256,8.0,20,4.5,3000,8,40,0,24,8099.0
1.0,128,6.0,20,4.5,5000,8,10,0,10,5839.0
1.5,128,6.5,15,4.5,2800,8,5,1,19,10999.0
3.5,256,6.0,67,4.0,3700,4,120,1,1,51999.0
2.4,64,6.0,32,5.5,3900,4,120,0,19,4499.0
2.0,128,6.0,12,3.0,4780,6,90,1,9,5999.0
1.0,128,4.5,5,4.5,1500,6,15,0,25,11194.0
2.0,128,6.7,20,4.5,4000,6,10,0,7,5291.0
2.0,512,6.1,24,5.0,3279,6,15,1,1,51499.0
2.4,256,4.5,5,5.0,1500,12,60,0,30,22999.0
2.8,256,6.0,120,4.0,3279,4,90,0,1,44449.0
2.5,64,6.0,20,4.5,5000,4,20,0,19,11999.0
2.0,256,6.1,24,5.0,3279,6,15,1,1,51075.0
1.5,128,6.0,54,5.5,3900,8,30,1,25,17499.0
3.0,16,5.0,17,4.0,2400,2,30,1,1,4465.0
2.8,256,6.0,20,4.0,5000,8,80,0,30,8999.0
